#survey	data_release	source_name	schema_key
GALAH	Data Release 3	180102005101134	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170508002101227	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161212005101292	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170515001601107	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170515001601120	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161106003601030	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601007	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601012	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161106003601073	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601193	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170515001601293	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029002101207	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601239	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601241	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170531001901144	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601261	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213001601380	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170531001901267	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	150604003901081	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151009002601157	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151009002601173	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171227005801004	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171227005801006	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171227005801013	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213002601051	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151009002601229	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029002701195	galah.dr3.spectra.hermes.spectrum_1d
